paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel
129,den,DT.UTR.SIN.DEF,|en|den|den här|,|en..al.1|den..pn.1|den_här..pnm.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|den_här..1:-1.000|,|,|,,04,06,DT
129,här,AB,|här|den här:04|,|här..ab.1|den_här..pnm.1:04|,|här..1:-1.000|den_här..1:04:-1.000|,|,|,,05,04,HD
129,uppgiften,NN.UTR.SIN.DEF.NOM,|uppgift|,|uppgift..nn.1|,|uppgift..1:0.638|uppgift..2:0.362|,|upp..ab.1+gifte..nn.1:2.353e-11|,|upp+giften|,0,06,02,OO
129,",",MID,|,|,|,|,|,,07,02,IK
129,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,08,09,SS
129,kommer,VB.PRS.AKT,|komma|,|komma..vb.1|,|komma..3:0.510|komma..1:0.490|,|,|,1,09,02,MS
129,aldrig,AB,|aldrig|,|aldrig..ab.1|,|aldrig..1:0.857|aldrig..2:0.107|aldrig..3:0.037|,|,|,,10,09,TA
129,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,11,09,VG
129,klara,VB.INF.AKT,|klara|,|klara..vb.1|klara..vb.2|,|klara..1:0.837|klara..2:0.144|klara..3:0.019|,|,|,1,12,11,IF
129,den,PN.UTR.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,13,12,OO
129,.,MAD,|,|,|,|,|,,14,02,IP
130,Vädret,NN.NEU.SIN.DEF.NOM,|väder|,|väder..nn.1|,|väder..1:0.884|väder..2:0.105|väder..3:0.011|,|,|,0,01,02,SS
130,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,02,0,ROOT
130,hemskt,AB.POS,|hemsk|hemskt|,|hemsk..av.1|hemskt..ab.1|,|hemskt..1:0.645|hemsk..1:0.317|hemsk..2:0.038|,|,|,,03,02,AA
130,",",MID,|,|,|,|,|,,04,02,IK
130,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,05,06,SS
130,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,06,02,MS
130,kallt,JJ.POS.NEU.SIN.IND.NOM,|kall|,|kall..av.1|,|kall..1:0.995|kall..3:0.002|kall..4:0.002|,|,|,0,07,10,CJ
130,",",MID,|,|,|,|,|,,08,10,IK
130,mörkt,JJ.POS.NEU.SIN.IND.NOM,|mörk|,|mörk..av.1|,|mörk..1:0.931|mörk..3:0.069|,|,|,0,09,10,CJ
130,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,10,06,SP
130,blåsigt,JJ.POS.NEU.SIN.IND.NOM,|blåsig|,|blåsig..av.1|,|blåsig..2:0.984|blåsig..1:0.016|,|,|,,11,10,CJ
130,.,MAD,|,|,|,|,|,,12,02,IP
131,Solen,NN.UTR.SIN.DEF.NOM,|sol|,|sol..nn.1|sol..nn.2|,|solen..1:0.850|sol..3:0.086|sol..1:0.064|sol..2:0.001|,|so..nn.1+l..nn.1:2.951e-27|,|so+len|,0,01,02,SS
131,skiner,VB.PRS.AKT,|skina|,|skina..vb.1|,|skina..1:-1.000|,|,|,0,02,05,MS
131,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,03,02,TA
131,",",MID,|,|,|,|,|,,04,05,IK
131,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,05,0,ROOT
131,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,06,07,SS
131,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..1:0.464|känna..2:0.384|känna..4:0.113|känna..3:0.040|känna_sig..1:-1.000|,|,|,0,07,05,MS
131,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:07|,|jag..pn.1|känna_sig..vbm.1:07|,|jag..1:-1.000|känna_sig..1:07:-1.000|,|,|,,08,07,OO
131,full,JJ.POS.UTR.SIN.IND.NOM,|full|,|full..av.1|,|full..1:0.961|full..2:0.039|,|,|,0,09,07,OP
131,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,10,07,AG
131,energi,NN.UTR.SIN.IND.NOM,|energi|,|energi..nn.1|,|energi..1:-1.000|,|,|,0,11,10,PA
131,.,MAD,|,|,|,|,|,,12,05,IP
132,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
132,fick,VB.PRT.AKT,|få|,|få..vb.1|,|få..1:0.892|få..3:0.108|,|,|,1,02,07,MS
132,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,03,05,DT
132,nytt,JJ.POS.NEU.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0,04,05,AT
132,jobb,NN.NEU.SIN.IND.NOM,|jobb|,|jobb..nn.1|,|jobb..1:0.934|jobb..2:0.066|,|,|,0,05,02,OO
132,",",MID,|,|,|,|,|,,06,07,IK
132,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,07,0,ROOT
132,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,08,09,SS
132,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,09,07,MS
132,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,10,11,AA
132,glad,JJ.POS.UTR.SIN.IND.NOM,|glad|,|glad..av.1|,|glad..1:-1.000|,|,|,1,11,09,SP
132,över,PP,|över|,|över..pp.1|,|över..1:-1.000|över..2:-1.000|,|,|,,12,09,TA
132,möjligheten,NN.UTR.SIN.DEF.NOM,|möjlighet|,|möjlighet..nn.1|,|möjlighet..1:-1.000|,|,|,1,13,12,HD
132,.,MAD,|,|,|,|,|,,14,07,IP
133,Middagen,NN.UTR.SIN.DEF.NOM,|middag|,|middag..nn.1|,|middag..1:0.952|middag..2:0.048|,|,|,,01,05,SS
133,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,02,01,ET
133,mina,PS.UTR+NEU.PLU.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,03,04,DT
133,vänner,NN.UTR.PLU.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1,04,02,PA
133,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,05,0,ROOT
133,fantastisk,JJ.POS.UTR.SIN.IND.NOM,|fantastisk|,|fantastisk..av.1|,|fantastisk..1:-1.000|,|,|,1,06,05,SP
133,",",MID,|,|,|,|,|,,07,05,IK
133,vi,PN.UTR.PLU.DEF.SUB,|vi|,|vi..pn.1|,|vi..1:-1.000|,|,|,,08,09,SS
133,hade,VB.PRT.AKT,|ha|,|ha..vb.1|,|ha..1:0.700|ha..3:0.300|,|,|,0,09,05,MS
133,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,10,11,AA
133,roligt,AB.POS,|rolig|,|rolig..av.1|,|rolig..1:-1.000|,|,|,1,11,12,AA
133,tillsammans,AB,|tillsammans|,|tillsammans..ab.1|,|tillsammans..1:-1.000|,|,|,,12,09,AA
133,.,MAD,|,|,|,|,|,,13,05,IP
134,Hittade,VB.PRT.AKT,|hitta|,|hitta..vb.1|,|hitta..1:-1.000|,|,|,0,01,0,ROOT
134,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,02,04,DT
134,ny,JJ.POS.UTR.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0,03,04,AT
134,bok,NN.UTR.SIN.IND.NOM,|bok|,|bok..nn.1|bok..nn.2|,|bok..1:0.975|bok..2:0.025|,|,|,0,04,01,OO
134,som,HP.-.-.-,|,|,|,|,|,,05,09,SS
134,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,06,08,SS
134,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,07,08,NA
134,kan,VB.PRS.AKT,|kunna|,|kunna..vb.1|,|kunna..2:0.314|kunna..1:0.294|kunna..3:0.242|kunna..4:0.149|,|,|,1,08,04,ET
134,sluta,VB.INF.AKT,|sluta|,|sluta..vb.1|sluta..vb.3|sluta..vb.2|,|sluta..5:0.469|sluta..1:0.383|sluta..2:0.071|sluta..3:0.038|sluta..4:0.038|,|,|,0,09,08,VG
134,läsa,VB.INF.AKT,|läsa|,|läsa..vb.1|,|läsa..1:0.954|läsa..2:0.046|,|lä..nn.1+säga..vb.1:7.108e-12|,|lä+sa|,0,10,09,CJ
134,",",MID,|,|,|,|,|,,11,01,IK
134,den,PN.UTR.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,12,13,SS
134,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,13,01,MS
134,helt,AB.POS,|hel|helt|,|hel..av.1|helt..ab.1|,|hel..1:0.776|hel..2:0.224|helt..1:0.000|,|,|,0,14,15,AA
134,underbar,JJ.POS.UTR.SIN.IND.NOM,|underbar|,|underbar..av.1|,|underbar..1:-1.000|,|,|,1,15,13,SP
134,.,MAD,|,|,|,|,|,,16,01,IP
135,Träningen,NN.UTR.SIN.DEF.NOM,|träning|,|träning..nn.1|,|träning..1:-1.000|,|träna..vb.1+in..ab.1+gen..nn.1:2.683e-29|,|trän+in+gen|,0,01,02,SS
135,gick,VB.PRT.AKT,|gå|,|gå..vb.1|,|gå..1:0.278|gå..4:0.178|gå..6:0.168|gå..7:0.159|gå..2:0.092|gå..10:0.028|gå..3:0.025|gå..5:0.021|gå..8:0.019|gå..11:0.018|gå..9:0.014|,|,|,0,02,0,ROOT
135,superbra,VB.INF.AKT,|,|,|,|,|,,03,02,VS
135,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,04,03,TA
135,",",MID,|,|,|,|,|,,05,02,IK
135,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,06,07,SS
135,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..2:0.679|känna..1:0.208|känna..4:0.085|känna..3:0.028|känna_sig..1:-1.000|,|,|,0,07,02,MS
135,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:07|,|jag..pn.1|känna_sig..vbm.1:07|,|jag..1:-1.000|känna_sig..1:07:-1.000|,|,|,,08,07,OO
135,stark,JJ.POS.UTR.SIN.IND.NOM,|stark|,|stark..av.1|,|stark..1:0.421|stark..4:0.284|stark..2:0.206|stark..5:0.061|stark..3:0.029|,|,|,1,09,10,CJ
135,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,10,07,OP
135,frisk,JJ.POS.UTR.SIN.IND.NOM,|frisk|,|frisk..av.1|,|frisk..1:0.862|frisk..2:0.109|frisk..3:0.030|,|,|,1,11,10,CJ
135,.,MAD,|,|,|,|,|,,12,02,IP
136,Fick,VB.PRT.AKT,|få|,|få..vb.1|,|få..1:0.890|få..3:0.110|,|,|,1,01,0,ROOT
136,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,02,04,DT
136,fint,JJ.POS.NEU.SIN.IND.NOM,|fin|,|fin..av.1|,|fin..2:0.597|fin..1:0.373|fin..3:0.030|,|,|,1,03,04,AT
136,meddelande,NN.NEU.SIN.IND.NOM,|meddelande|,|meddelande..nn.1|,|meddelande..1:-1.000|,|mede..nn.1+delande..nn.1:2.547e-21|,|med+delande|,0,04,01,OO
136,från,PP,|från|,|från..pp.1|,|från..1:-1.000|,|,|,,05,04,ET
136,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,06,07,DT
136,partner,NN.UTR.SIN.IND.NOM,|partner|,|partner..nn.1|,|partner..1:-1.000|,|,|,0,07,05,PA
136,",",MID,|,|,|,|,|,,08,01,IK
136,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,09,10,SS
136,gjorde,VB.PRT.AKT,|göra|göra sig|,|göra..vb.1|göra_sig..vbm.1|,|göra..1:0.743|göra..3:0.155|göra..2:0.101|göra_sig..1:-1.000|göra_sig..2:-1.000|göra_sig..3:-1.000|,|,|,0,10,01,MS
136,mig,PN.UTR.SIN.DEF.OBJ,|jag|göra sig:10|,|jag..pn.1|göra_sig..vbm.1:10|,|jag..1:-1.000|göra_sig..1:10:-1.000|göra_sig..2:10:-1.000|göra_sig..3:10:-1.000|,|,|,,11,10,OO
136,varm,JJ.POS.UTR.SIN.IND.NOM,|varm|,|varm..av.1|,|varm..1:0.800|varm..2:0.200|,|,|,0,12,10,OP
136,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,13,10,RA
136,hjärtat,NN.NEU.SIN.DEF.NOM,|hjärta|,|hjärta..nn.1|,|hjärta..1:0.935|hjärta..2:0.065|,|,|,0,14,13,PA
136,.,MAD,|,|,|,|,|,,15,01,IP
137,Löste,VB.PRT.AKT,|lösa|,|lösa..vb.1|,|lösa..2:0.714|lösa..1:0.147|lösa..3:0.139|,|,|,1,01,0,ROOT
137,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,02,04,DT
137,svårt,JJ.POS.NEU.SIN.IND.NOM,|svår|,|svår..av.1|,|svår..1:0.890|svår..2:0.110|,|,|,-1,03,04,AT
137,problem,NN.NEU.SIN.IND.NOM,|problem|,|problem..nn.1|,|problem..1:-1.000|,|,|,-1,04,01,OO
137,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,05,04,ET
137,jobbet,NN.NEU.SIN.DEF.NOM,|jobb|,|jobb..nn.1|,|jobb..1:0.904|jobb..2:0.096|,|jobb..nn.1+bet..nn.1:9.515e-18|,|jobb+bet|,0,06,05,PA
137,",",MID,|,|,|,|,|,,07,01,IK
137,känns,VB.PRS.SFO,|känna|kännas|,|känna..vb.1|känna..vb.2|kännas..vb.1|,|kännas..1:0.731|känna..1:0.124|känna..2:0.100|känna..4:0.039|känna..3:0.005|,|,|,0,08,01,+F
137,skönt,AB.POS,|skön|,|skön..av.1|,|skön..2:0.681|skön..1:0.179|skön..4:0.140|,|,|,1,09,11,AA
137,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,10,08,OO
137,lyckas,VB.INF.SFO,|lyckas|,|lyckas..vb.1|,|lyckas..1:-1.000|,|,|,1,11,10,IF
137,.,MAD,|,|,|,|,|,,12,01,IP
138,Gjorde,VB.PRT.AKT,|göra|,|göra..vb.1|,|göra..1:0.758|göra..2:0.182|göra..3:0.061|,|,|,0,01,0,ROOT
138,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,02,04,DT
138,spontan,JJ.POS.UTR.SIN.IND.NOM,|spontan|,|spontan..av.1|spontan..av.2|,|spontan..1:0.999|spontan..2:0.001|,|,|,,03,04,AT
138,utflykt,NN.UTR.SIN.IND.NOM,|utflykt|,|utflykt..nn.1|,|utflykt..1:-1.000|,|ut..ab.1+flykt..nn.2:5.752e-10|ut..ab.1+flykt..nn.1:5.752e-10|,|ut+flykt|,,04,06,CJ
138,",",MID,|,|,|,|,|,,05,06,IK
138,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,06,01,SS
138,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,07,06,CJ
138,blev,VB.PRT.AKT,|bli|,|bli..vb.1|,|bli..1:0.833|bli..2:0.167|,|,|,0,08,01,VG
138,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,09,11,DT
138,underbar,JJ.POS.UTR.SIN.IND.NOM,|underbar|,|underbar..av.1|,|underbar..1:-1.000|,|,|,1,10,11,AT
138,dag,NN.UTR.SIN.IND.NOM,|dag|,|dag..nn.1|,|dag..1:0.877|dag..2:0.123|,|,|,0,11,08,SP
138,.,MAD,|,|,|,|,|,,12,01,IP
139,Lärde,VB.PRT.AKT,|lära|lära sig|,|lära..vb.1|lära_sig..vbm.1|,|lära..3:0.815|lära..1:0.185|lära_sig..1:-1.000|,|,|,0,01,0,ROOT
139,mig,PN.UTR.SIN.DEF.OBJ,|jag|lära sig:01|,|jag..pn.1|lära_sig..vbm.1:01|,|jag..1:-1.000|lära_sig..1:01:-1.000|,|,|,,02,01,SS
139,något,DT.NEU.SIN.IND,|någon|,|någon..pn.1|,|någon..1:-1.000|,|,|,,03,04,DT
139,nytt,JJ.POS.NEU.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0,04,07,SS
139,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,05,04,TA
139,",",MID,|,|,|,|,|,,06,04,IK
139,känns,VB.PRS.SFO,|känna|kännas|,|känna..vb.1|känna..vb.2|kännas..vb.1|,|kännas..1:0.454|känna..2:0.397|känna..1:0.104|känna..4:0.042|känna..3:0.004|,|,|,0,07,01,OO
139,alltid,AB,|alltid|,|alltid..ab.1|,|alltid..1:-1.000|,|,|,,08,07,TA
139,bra,AB.POS,|bra|,|bra..ab.1|bra..ab.2|bra..av.1|,|bra..1:0.763|bra..3:0.176|bra..2:0.045|bra..5:0.016|,|,|,,09,07,CA
139,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,10,11,SS
139,utvecklas,VB.INF.SFO,|utveckla|utvecklas|,|utveckla..vb.1|utvecklas..vb.1|,|utvecklas..1:0.679|utveckla..1:0.321|,|ut..ab.1+veckla..vb.1:3.165e-11|ut..ab.1+vecka..nn.1+lägga..vb.1:1.615e-18|ut..ab.1+veck..nn.1+lägga..vb.1:1.615e-18|ut..ab.1+vecka..vb.1+lägga..vb.1:1.091e-29|,|ut+vecklas|ut+veck+las|,0,11,07,OO
139,.,MAD,|,|,|,|,|,,12,01,IP
140,Tacksam,JJ.POS.UTR.SIN.IND.NOM,|tacksam|,|tacksam..av.1|,|tacksam..1:0.977|tacksam..2:0.023|,|,|,1,01,08,AT
140,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,02,01,OA
140,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,03,04,DT
140,hälsa,NN.UTR.SIN.IND.NOM,|hälsa|,|hälsa..nn.1|,|hälsa..2:-1.000|,|,|,1,04,02,PA
140,",",MID,|,|,|,|,|,,05,01,IK
140,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,06,07,DT
140,familj,NN.UTR.SIN.IND.NOM,|familj|,|familj..nn.1|,|familj..1:0.998|familj..2:0.002|,|,|,0,07,08,CJ
140,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,08,0,ROOT
140,mina,PS.UTR+NEU.PLU.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,09,10,DT
140,vänner,NN.UTR.PLU.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1,10,08,CJ
140,.,MAD,|,|,|,|,|,,11,08,IP
141,Solen,NN.UTR.SIN.DEF.NOM,|sol|,|sol..nn.1|sol..nn.2|,|solen..1:0.820|sol..1:0.105|sol..3:0.072|sol..2:0.003|,|so..nn.1+l..nn.1:2.951e-27|,|so+len|,0,01,02,SS
141,skiner,VB.PRS.AKT,|skina|,|skina..vb.1|,|skina..1:-1.000|,|,|,0,02,05,MS
141,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,03,02,TA
141,",",MID,|,|,|,|,|,,04,05,IK
141,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,05,0,ROOT
141,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,06,07,SS
141,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..1:0.480|känna..2:0.378|känna..4:0.109|känna..3:0.034|känna_sig..1:-1.000|,|,|,0,07,05,MS
141,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:07|,|jag..pn.1|känna_sig..vbm.1:07|,|jag..1:-1.000|känna_sig..1:07:-1.000|,|,|,,08,07,OO
141,full,JJ.POS.UTR.SIN.IND.NOM,|full|,|full..av.1|,|full..1:0.961|full..2:0.039|,|,|,0,09,07,OP
141,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,10,07,AG
141,energi,NN.UTR.SIN.IND.NOM,|energi|,|energi..nn.1|,|energi..1:-1.000|,|,|,0,11,10,PA
141,.,MAD,|,|,|,|,|,,12,05,IP
142,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
142,fick,VB.PRT.AKT,|få|,|få..vb.1|,|få..1:0.892|få..3:0.108|,|,|,1,02,07,MS
142,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,03,05,DT
142,nytt,JJ.POS.NEU.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0,04,05,AT
142,jobb,NN.NEU.SIN.IND.NOM,|jobb|,|jobb..nn.1|,|jobb..1:0.934|jobb..2:0.066|,|,|,0,05,02,OO
142,",",MID,|,|,|,|,|,,06,07,IK
142,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,07,0,ROOT
142,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,08,09,SS
142,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,09,07,MS
142,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,10,11,AA
142,glad,JJ.POS.UTR.SIN.IND.NOM,|glad|,|glad..av.1|,|glad..1:-1.000|,|,|,1,11,09,SP
142,över,PP,|över|,|över..pp.1|,|över..1:-1.000|över..2:-1.000|,|,|,,12,09,TA
142,möjligheten,NN.UTR.SIN.DEF.NOM,|möjlighet|,|möjlighet..nn.1|,|möjlighet..1:-1.000|,|,|,1,13,12,HD
142,.,MAD,|,|,|,|,|,,14,07,IP
143,Middagen,NN.UTR.SIN.DEF.NOM,|middag|,|middag..nn.1|,|middag..1:0.952|middag..2:0.048|,|,|,,01,05,SS
143,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,02,01,ET
143,mina,PS.UTR+NEU.PLU.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,03,04,DT
143,vänner,NN.UTR.PLU.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1,04,02,PA
143,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,05,0,ROOT
143,fantastisk,JJ.POS.UTR.SIN.IND.NOM,|fantastisk|,|fantastisk..av.1|,|fantastisk..1:-1.000|,|,|,1,06,05,SP
143,",",MID,|,|,|,|,|,,07,05,IK
143,vi,PN.UTR.PLU.DEF.SUB,|vi|,|vi..pn.1|,|vi..1:-1.000|,|,|,,08,09,SS
143,hade,VB.PRT.AKT,|ha|,|ha..vb.1|,|ha..1:0.700|ha..3:0.300|,|,|,0,09,05,MS
143,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,10,11,AA
143,roligt,AB.POS,|rolig|,|rolig..av.1|,|rolig..1:-1.000|,|,|,1,11,12,AA
143,tillsammans,AB,|tillsammans|,|tillsammans..ab.1|,|tillsammans..1:-1.000|,|,|,,12,09,AA
143,.,MAD,|,|,|,|,|,,13,05,IP
144,Hittade,VB.PRT.AKT,|hitta|,|hitta..vb.1|,|hitta..1:-1.000|,|,|,0,01,0,ROOT
144,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,02,04,DT
144,ny,JJ.POS.UTR.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0,03,04,AT
144,bok,NN.UTR.SIN.IND.NOM,|bok|,|bok..nn.1|bok..nn.2|,|bok..1:0.975|bok..2:0.025|,|,|,0,04,01,OO
144,som,HP.-.-.-,|,|,|,|,|,,05,09,SS
144,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,06,08,SS
144,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,07,08,NA
144,kan,VB.PRS.AKT,|kunna|,|kunna..vb.1|,|kunna..2:0.314|kunna..1:0.294|kunna..3:0.242|kunna..4:0.149|,|,|,1,08,04,ET
144,sluta,VB.INF.AKT,|sluta|,|sluta..vb.1|sluta..vb.3|sluta..vb.2|,|sluta..5:0.469|sluta..1:0.383|sluta..2:0.071|sluta..3:0.038|sluta..4:0.038|,|,|,0,09,08,VG
144,läsa,VB.INF.AKT,|läsa|,|läsa..vb.1|,|läsa..1:0.954|läsa..2:0.046|,|lä..nn.1+säga..vb.1:7.108e-12|,|lä+sa|,0,10,09,CJ
144,",",MID,|,|,|,|,|,,11,01,IK
144,den,PN.UTR.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,12,13,SS
144,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,13,01,MS
144,helt,AB.POS,|hel|helt|,|hel..av.1|helt..ab.1|,|hel..1:0.776|hel..2:0.224|helt..1:0.000|,|,|,0,14,15,AA
144,underbar,JJ.POS.UTR.SIN.IND.NOM,|underbar|,|underbar..av.1|,|underbar..1:-1.000|,|,|,1,15,13,SP
144,.,MAD,|,|,|,|,|,,16,01,IP
145,Träningen,NN.UTR.SIN.DEF.NOM,|träning|,|träning..nn.1|,|träning..1:-1.000|,|träna..vb.1+in..ab.1+gen..nn.1:2.683e-29|,|trän+in+gen|,0,01,02,SS
145,gick,VB.PRT.AKT,|gå|,|gå..vb.1|,|gå..1:0.278|gå..4:0.178|gå..6:0.168|gå..7:0.159|gå..2:0.092|gå..10:0.028|gå..3:0.025|gå..5:0.021|gå..8:0.019|gå..11:0.018|gå..9:0.014|,|,|,0,02,0,ROOT
145,superbra,VB.INF.AKT,|,|,|,|,|,,03,02,VS
145,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,04,03,TA
145,",",MID,|,|,|,|,|,,05,02,IK
145,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,06,07,SS
145,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..2:0.679|känna..1:0.208|känna..4:0.085|känna..3:0.028|känna_sig..1:-1.000|,|,|,0,07,02,MS
145,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:07|,|jag..pn.1|känna_sig..vbm.1:07|,|jag..1:-1.000|känna_sig..1:07:-1.000|,|,|,,08,07,OO
