paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel,sentimentval,category
147,svårt,JJ.POS.NEU.SIN.IND.NOM,|svår|,|svår..av.1|,|svår..1:0.890|svår..2:0.110|,|,|,-1.0,3,4,AT,1,egna meningar
147,problem,NN.NEU.SIN.IND.NOM,|problem|,|problem..nn.1|,|problem..1:-1.000|,|,|,-1.0,4,1,OO,1,egna meningar
147,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,5,4,ET,1,egna meningar
147,jobbet,NN.NEU.SIN.DEF.NOM,|jobb|,|jobb..nn.1|,|jobb..1:0.904|jobb..2:0.096|,|jobb..nn.1+bet..nn.1:9.515e-18|,|jobb+bet|,0.0,6,5,PA,1,egna meningar
147,",",MID,|,|,|,|,|,,7,1,IK,1,egna meningar
147,känns,VB.PRS.SFO,|känna|kännas|,|känna..vb.1|känna..vb.2|kännas..vb.1|,|kännas..1:0.731|känna..1:0.124|känna..2:0.100|känna..4:0.039|känna..3:0.005|,|,|,0.0,8,1,+F,1,egna meningar
147,skönt,AB.POS,|skön|,|skön..av.1|,|skön..2:0.681|skön..1:0.179|skön..4:0.140|,|,|,1.0,9,11,AA,1,egna meningar
147,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,10,8,OO,1,egna meningar
147,lyckas,VB.INF.SFO,|lyckas|,|lyckas..vb.1|,|lyckas..1:-1.000|,|,|,1.0,11,10,IF,1,egna meningar
147,.,MAD,|,|,|,|,|,,12,1,IP,1,egna meningar
148,Gjorde,VB.PRT.AKT,|göra|,|göra..vb.1|,|göra..1:0.758|göra..2:0.182|göra..3:0.061|,|,|,0.0,1,0,ROOT,1,egna meningar
148,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,2,4,DT,1,egna meningar
148,spontan,JJ.POS.UTR.SIN.IND.NOM,|spontan|,|spontan..av.1|spontan..av.2|,|spontan..1:0.999|spontan..2:0.001|,|,|,,3,4,AT,1,egna meningar
148,utflykt,NN.UTR.SIN.IND.NOM,|utflykt|,|utflykt..nn.1|,|utflykt..1:-1.000|,|ut..ab.1+flykt..nn.2:5.752e-10|ut..ab.1+flykt..nn.1:5.752e-10|,|ut+flykt|,,4,6,CJ,1,egna meningar
148,",",MID,|,|,|,|,|,,5,6,IK,1,egna meningar
148,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,6,1,SS,1,egna meningar
148,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,7,6,CJ,1,egna meningar
148,blev,VB.PRT.AKT,|bli|,|bli..vb.1|,|bli..1:0.833|bli..2:0.167|,|,|,0.0,8,1,VG,1,egna meningar
148,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,9,11,DT,1,egna meningar
148,underbar,JJ.POS.UTR.SIN.IND.NOM,|underbar|,|underbar..av.1|,|underbar..1:-1.000|,|,|,1.0,10,11,AT,1,egna meningar
148,dag,NN.UTR.SIN.IND.NOM,|dag|,|dag..nn.1|,|dag..1:0.877|dag..2:0.123|,|,|,0.0,11,8,SP,1,egna meningar
148,.,MAD,|,|,|,|,|,,12,1,IP,1,egna meningar
149,Lärde,VB.PRT.AKT,|lära|lära sig|,|lära..vb.1|lära_sig..vbm.1|,|lära..3:0.815|lära..1:0.185|lära_sig..1:-1.000|,|,|,0.0,1,0,ROOT,1,egna meningar
149,mig,PN.UTR.SIN.DEF.OBJ,|jag|lära sig:01|,|jag..pn.1|lära_sig..vbm.1:01|,|jag..1:-1.000|lära_sig..1:01:-1.000|,|,|,,2,1,SS,1,egna meningar
149,något,DT.NEU.SIN.IND,|någon|,|någon..pn.1|,|någon..1:-1.000|,|,|,,3,4,DT,1,egna meningar
149,nytt,JJ.POS.NEU.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0.0,4,7,SS,1,egna meningar
149,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,5,4,TA,1,egna meningar
149,",",MID,|,|,|,|,|,,6,4,IK,1,egna meningar
149,känns,VB.PRS.SFO,|känna|kännas|,|känna..vb.1|känna..vb.2|kännas..vb.1|,|kännas..1:0.454|känna..2:0.397|känna..1:0.104|känna..4:0.042|känna..3:0.004|,|,|,0.0,7,1,OO,1,egna meningar
149,alltid,AB,|alltid|,|alltid..ab.1|,|alltid..1:-1.000|,|,|,,8,7,TA,1,egna meningar
149,bra,AB.POS,|bra|,|bra..ab.1|bra..ab.2|bra..av.1|,|bra..1:0.763|bra..3:0.176|bra..2:0.045|bra..5:0.016|,|,|,,9,7,CA,1,egna meningar
149,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,10,11,SS,1,egna meningar
149,utvecklas,VB.INF.SFO,|utveckla|utvecklas|,|utveckla..vb.1|utvecklas..vb.1|,|utvecklas..1:0.679|utveckla..1:0.321|,|ut..ab.1+veckla..vb.1:3.165e-11|ut..ab.1+vecka..nn.1+lägga..vb.1:1.615e-18|ut..ab.1+veck..nn.1+lägga..vb.1:1.615e-18|ut..ab.1+vecka..vb.1+lägga..vb.1:1.091e-29|,|ut+vecklas|ut+veck+las|,0.0,11,7,OO,1,egna meningar
149,.,MAD,|,|,|,|,|,,12,1,IP,1,egna meningar
150,Tacksam,JJ.POS.UTR.SIN.IND.NOM,|tacksam|,|tacksam..av.1|,|tacksam..1:0.977|tacksam..2:0.023|,|,|,1.0,1,8,AT,1,egna meningar
150,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,2,1,OA,1,egna meningar
150,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,3,4,DT,1,egna meningar
150,hälsa,NN.UTR.SIN.IND.NOM,|hälsa|,|hälsa..nn.1|,|hälsa..2:-1.000|,|,|,1.0,4,2,PA,1,egna meningar
150,",",MID,|,|,|,|,|,,5,1,IK,1,egna meningar
150,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,7,DT,1,egna meningar
150,familj,NN.UTR.SIN.IND.NOM,|familj|,|familj..nn.1|,|familj..1:0.998|familj..2:0.002|,|,|,0.0,7,8,CJ,1,egna meningar
150,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,8,0,ROOT,1,egna meningar
150,mina,PS.UTR+NEU.PLU.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,9,10,DT,1,egna meningar
150,vänner,NN.UTR.PLU.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1.0,10,8,CJ,1,egna meningar
150,.,MAD,|,|,|,|,|,,11,8,IP,1,egna meningar
151,Jakten,NN.UTR.SIN.DEF.NOM,|jakt|,|jakt..nn.1|,|jakt..1:0.993|jakt..2:0.007|,|jak..nn.1+ten..nn.1:1.777e-19|jaka..vb.1+ten..nn.1:6.545e-21|,|jak+ten|,0.0,1,4,SS,-1,8 Sidor
151,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,2,1,ET,-1,8 Sidor
151,rånarna,NN.UTR.PLU.DEF.NOM,|rånare|,|rånare..nn.1|,|rånare..1:-1.000|,|,|,,3,2,PA,-1,8 Sidor
151,fortsätter,VB.PRS.AKT,|fortsätta|,|fortsätta..vb.1|,|fortsätta..1:0.566|fortsätta..2:0.434|,|fort..ab.1+sätta..vb.1:1.150e-09|fort..nn.1+sätta..vb.1:3.679e-13|,|fort+sätter|,0.0,4,5,MS,-1,8 Sidor
151,men,KN,|men|,|men..kn.1|,|men..1:-1.000|,|,|,,5,0,ROOT,-1,8 Sidor
151,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,6,8,AA,-1,8 Sidor
151,måndagsmorgonen,NN.UTR.SIN.DEF.NOM,|måndagsmorgon|,|måndagsmorgon..nn.1|,|måndagsmorgon..1:-1.000|,|måndag..nn.1+morgon..nn.1:4.595e-10|mån..nn.1+dags..nn.1+morgon..nn.1:2.804e-14|måne..nn.1+dags..nn.1+morgon..nn.1:2.804e-14|mån..av.1+dags..nn.1+morgon..nn.1:2.248e-16|måndag..nn.1+mor..nn.1+gon..nn.1:1.596e-19|måndag..nn.1+mora..nn.1+gon..nn.1:1.596e-19|måndag..nn.1+mor..nn.2+gon..nn.1:1.596e-19|,|måndags+morgonen|mån+dags+morgonen|måndags+mor+gonen|,,7,6,PA,-1,8 Sidor
151,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,8,5,MS,-1,8 Sidor
151,de,PN.UTR+NEU.PLU.DEF.SUB,|de|,|de..pn.1|,|de..1:-1.000|,|,|,,9,8,SS,-1,8 Sidor
151,fortfarande,AB,|fortfarande|,|fortfarande..ab.1|,|fortfarande..1:-1.000|,|,|,,10,8,TA,-1,8 Sidor
151,fria,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|fri|,|fri..av.1|,|fri..4:0.374|fri..3:0.317|fri..5:0.179|fri..1:0.108|fri..2:0.022|,|,|,1.0,11,8,SP,-1,8 Sidor
152,Han,PN.UTR.SIN.DEF.SUB,|han|,|han..pn.1|,|han..1:-1.000|,|,|,,1,2,SS,-1,8 Sidor
152,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.584|ha..3:0.416|,|,|,0.0,2,9,MS,-1,8 Sidor
152,berättat,VB.SUP.AKT,|berätta|,|berätta..vb.1|,|berätta..1:-1.000|,|,|,0.0,3,2,VG,-1,8 Sidor
152,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,4,3,OO,-1,8 Sidor
152,höften,NN.UTR.SIN.DEF.NOM,|höft|,|höft..nn.1|,|höft..1:-1.000|,|,|,,5,6,SS,-1,8 Sidor
152,måste,VB.PRS.AKT,|måste|,|måste..vb.1|,|måste..1:-1.000|,|,|,0.0,6,4,UA,-1,8 Sidor
152,opereras,VB.INF.SFO,|operera|,|operera..vb.1|,|operera..1:0.988|operera..3:0.011|operera..2:0.001|,|,|,0.0,7,6,VG,-1,8 Sidor
152,",",MID,|,|,|,|,|,,8,9,IK,-1,8 Sidor
152,men,KN,|men|,|men..kn.1|,|men..1:-1.000|,|,|,,9,0,ROOT,-1,8 Sidor
152,han,PN.UTR.SIN.DEF.SUB,|han|,|han..pn.1|,|han..1:-1.000|,|,|,,10,11,SS,-1,8 Sidor
152,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..3:0.515|ha..1:0.485|,|,|,0.0,11,9,MS,-1,8 Sidor
152,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,12,11,,-1,8 Sidor
152,velat,VB.SUP.AKT,|vela|vilja|,|vela..vb.1|vilja..vb.1|,|vilja..1:0.588|vela..1:0.412|,|,|,0.0,13,11,VG,-1,8 Sidor
152,säga,VB.INF.AKT,|säga|,|säga..vb.1|,|säga..1:0.972|säga..2:0.018|säga..3:0.010|,|,|,0.0,14,13,VG,-1,8 Sidor
152,när,HA,|när|,|när..ab.1|,|när..1:0.889|nära..1:0.111|,|,|,,15,14,ROOT,-1,8 Sidor
152,.,MAD,|,|,|,|,|,,16,15,IP,-1,8 Sidor
153,Då,AB,|då|,|då..ab.1|då..ab.2|,|då..1:0.890|då..3:0.110|,|,|,,1,2,TA,0,8 Sidor
153,tyckte,VB.PRT.AKT,|tycka|,|tycka..vb.1|,|tycka..1:-1.000|,|,|,0.0,2,10,MS,0,8 Sidor
153,experter,NN.UTR.PLU.IND.NOM,|expert|,|expert..nn.1|,|expert..1:-1.000|,|,|,1.0,3,2,SS,0,8 Sidor
153,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,4,2,OO,0,8 Sidor
153,han,PN.UTR.SIN.DEF.SUB,|han|,|han..pn.1|,|han..1:-1.000|,|,|,,5,6,SS,0,8 Sidor
153,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,6,4,UA,0,8 Sidor
153,psykiskt,AB.POS,|psykisk|,|psykisk..av.1|,|psykisk..1:-1.000|,|,|,-1.0,7,8,AA,0,8 Sidor
153,sjuk,JJ.POS.UTR.SIN.IND.NOM,|sjuk|,|sjuk..av.1|,|sjuk..1:0.998|sjuk..2:0.002|,|,|,-1.0,8,6,SP,0,8 Sidor
153,",",MID,|,|,|,|,|,,9,2,IK,0,8 Sidor
153,men,KN,|men|,|men..kn.1|,|men..1:-1.000|,|,|,,10,0,ROOT,0,8 Sidor
153,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,11,13,,0,8 Sidor
153,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,12,13,AA,0,8 Sidor
153,sjuk,JJ.POS.UTR.SIN.IND.NOM,|sjuk|,|sjuk..av.1|,|sjuk..1:0.997|sjuk..2:0.003|,|,|,-1.0,13,10,+F,0,8 Sidor
153,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,14,13,KA,0,8 Sidor
153,han,PN.UTR.SIN.DEF.SUB,|han|,|han..pn.1|,|han..1:-1.000|,|,|,,15,16,SS,0,8 Sidor
153,skulle,VB.PRT.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|skulle..nn.1+le..vb.1:5.815e-12|,|skull+le|,0.0,16,14,UA,0,8 Sidor
153,slippa,VB.INF.AKT,|slippa|,|slippa..vb.1|,|slippa..1:-1.000|,|,|,1.0,17,16,VG,0,8 Sidor
153,fängelse,NN.NEU.SIN.IND.NOM,|fängelse|,|fängelse..nn.1|,|fängelse..1:-1.000|,|,|,-1.0,18,17,OO,0,8 Sidor
153,.,MAD,|,|,|,|,|,,19,10,IP,0,8 Sidor
154,Han,PN.UTR.SIN.DEF.SUB,|han|,|han..pn.1|,|han..1:-1.000|,|,|,,1,2,SS,-1,8 Sidor
154,hade,VB.PRT.AKT,|ha|,|ha..vb.1|,|ha..1:0.844|ha..3:0.156|,|,|,0.0,2,6,MS,-1,8 Sidor
154,gått,VB.SUP.AKT,|gå|,|gå..vb.1|,|gå..6:0.257|gå..2:0.226|gå..7:0.185|gå..8:0.084|gå..1:0.069|gå..9:0.049|gå..11:0.033|gå..4:0.030|gå..3:0.026|gå..5:0.022|gå..10:0.020|,|,|,0.0,3,2,VG,-1,8 Sidor
154,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,4,3,OA,-1,8 Sidor
154,sjukhuset,NN.NEU.SIN.DEF.NOM,|sjukhus|,|sjukhus..nn.1|,|sjukhus..1:-1.000|,|sjuk..av.1+hus..nn.1:2.425e-10|sjuka..nn.1+hus..nn.1:2.361e-18|,|sjuk+huset|,0.0,5,4,PA,-1,8 Sidor
154,men,KN,|men|,|men..kn.1|,|men..1:-1.000|,|,|,,6,0,ROOT,-1,8 Sidor
154,fick,VB.PRT.AKT,|få|,|få..vb.1|,|få..1:0.750|få..3:0.250|,|,|,1.0,7,6,+F,-1,8 Sidor
154,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,8,7,,-1,8 Sidor
154,träffa,VB.INF.AKT,|träffa|,|träffa..vb.1|,|träffa..2:0.796|träffa..1:0.137|träffa..3:0.067|,|,|,0.0,9,7,VG,-1,8 Sidor
154,sin,PS.UTR.SIN.DEF,|sig|,|sig..pn.1|,|sig..1:-1.000|,|,|,,10,11,DT,-1,8 Sidor
154,läkare,NN.UTR.SIN.IND.NOM,|läkare|,|läkare..nn.1|,|läkare..1:-1.000|,|,|,0.0,11,9,OO,-1,8 Sidor
154,.,MAD,|,|,|,|,|,,12,6,IP,-1,8 Sidor
155,Men,KN,|men|,|men..kn.1|,|men..1:-1.000|,|,|,,1,0,ROOT,-1,8 Sidor
155,festen,NN.UTR.SIN.DEF.NOM,|fest|,|fest..nn.1|,|fest..1:-1.000|,|fe..nn.1+sten..nn.1:7.320e-19|fe..nn.1+sten..nn.2:7.320e-19|,|fe+sten|,1.0,2,3,SS,-1,8 Sidor
155,slutade,VB.PRT.AKT,|sluta|,|sluta..vb.1|sluta..vb.2|,|sluta..5:0.578|sluta..1:0.422|,|,|,0.0,3,1,MS,-1,8 Sidor
155,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,4,6,DT,-1,8 Sidor
155,blod,NN.NEU.SIN.IND.NOM,|blod|,|blod..nn.1|,|blod..1:-1.000|,|,|,0.0,5,6,CJ,-1,8 Sidor
155,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,6,3,OO,-1,8 Sidor
155,död,NN.UTR.SIN.IND.NOM,|död|,|död..nn.1|,|död..2:-1.000|,|,|,-1.0,7,6,CJ,-1,8 Sidor
155,.,MAD,|,|,|,|,|,,8,3,IP,-1,8 Sidor
156,Nu,AB,|nu|,|nu..ab.1|,|nu..1:-1.000|,|,|,,1,2,TA,-1,8 Sidor
156,håller,VB.PRS.AKT,|hålla|,|hålla..vb.1|,|hålla..7:0.419|hålla..1:0.210|hålla..2:0.180|hålla..6:0.103|hålla..8:0.031|hålla..5:0.026|hålla..3:0.020|hålla..4:0.010|,|håll..nn.1+le..vb.1:1.361e-11|håla..nn.1+le..vb.1:6.116e-12|hål..nn.1+le..vb.1:6.116e-12|hålla..vb.1+le..vb.1:1.705e-13|håla..vb.1+le..vb.1:9.611e-22|,|håll+ler|hål+ler|,0.0,2,7,MS,-1,8 Sidor
156,vattnet,NN.NEU.SIN.DEF.NOM,|vatten|,|vatten..nn.1|,|vatten..1:0.976|vatten..2:0.024|,|,|,0.0,3,2,OO,-1,8 Sidor
156,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,4,2,OA,-1,8 Sidor
156,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,5,6,SS,-1,8 Sidor
156,sjunka,VB.INF.AKT,|sjunka|,|sjunka..vb.1|,|sjunka..1:0.797|sjunka..2:0.203|,|,|,0.0,6,4,PA,-1,8 Sidor
156,men,KN,|men|,|men..kn.1|,|men..1:-1.000|,|,|,,7,0,ROOT,-1,8 Sidor
156,nya,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0.0,8,9,AT,-1,8 Sidor
156,problem,NN.NEU.PLU.IND.NOM,|problem|,|problem..nn.1|,|problem..1:-1.000|,|,|,-1.0,9,10,SS,-1,8 Sidor
156,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.862|ha..3:0.138|,|,|,0.0,10,7,MS,-1,8 Sidor
156,dykt,VB.SUP.AKT,|dyka|dyka upp|,|dyka..vb.1|dyka_upp..vbm.1|,|dyka..1:-1.000|dyka_upp..1:-1.000|,|,|,0.0,11,10,VG,-1,8 Sidor
156,upp,PL,|upp|dyka upp:11|,|upp..ab.1|dyka_upp..vbm.1:11|,|upp..1:-1.000|dyka_upp..1:11:-1.000|,|,|,,12,11,PL,-1,8 Sidor
156,.,MAD,|,|,|,|,|,,13,7,IP,-1,8 Sidor
157,Många,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|,|,|,|,|,,1,2,DT,-1,8 Sidor
157,turister,NN.UTR.PLU.IND.NOM,|turist|,|turist..nn.1|,|turist..1:-1.000|,|tur..nn.1+ister..nn.1:1.502e-11|tur..nn.2+ister..nn.1:1.502e-11|tu..nl.1+rist..nn.1:1.230e-21|,|tur+ister|tu+rister|,0.0,2,3,SS,-1,8 Sidor
157,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.767|ha..3:0.233|,|,|,0.0,3,5,MS,-1,8 Sidor
157,skadats,VB.SUP.SFO,|skada|,|skada..vb.1|,|skada..1:0.994|skada..4:0.006|,|,|,-1.0,4,3,VG,-1,8 Sidor
157,men,KN,|men|,|men..kn.1|,|men..1:-1.000|,|,|,,5,0,ROOT,-1,8 Sidor
157,ingen,PN.UTR.SIN.IND.SUB+OBJ,|ingen|,|ingen..pn.1|,|ingen..1:-1.000|,|,|,,6,7,SS,-1,8 Sidor
157,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.614|ha..3:0.386|,|,|,0.0,7,5,MS,-1,8 Sidor
157,dödats,VB.SUP.SFO,|döda|,|döda..vb.1|,|döda..1:0.952|döda..2:0.048|,|,|,-1.0,8,7,VG,-1,8 Sidor
157,.,MAD,|,|,|,|,|,,9,5,IP,-1,8 Sidor
158,Stina,PM.NOM,|Stina|,|Stina..pm.1|,|Stina..1:-1.000|,|,|,,1,3,SS,1,8 Sidor
158,Nilsson,PM.NOM,|Nilsson|,|Nilsson..pm.1|,|Nilsson..1:-1.000|,|,|,,2,1,HD,1,8 Sidor
158,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,3,0,ROOT,1,8 Sidor
158,bäst,JJ.SUV.UTR+NEU.SIN+PLU.IND.NOM,|bra|bäst|god|,|bra..av.1|bäst..av.1|god..av.1|,|bäst..1:0.606|god..1:0.184|bra..3:0.094|god..3:0.065|bra..5:0.042|god..2:0.008|,|,|,1.0,4,3,SP,1,8 Sidor
158,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,5,3,AG,1,8 Sidor
158,svenskorna,NN.UTR.PLU.DEF.NOM,|svenska|,|svenska..nn.2|,|svenska..2:-1.000|,|sven..nn.1+sko..nn.1:2.216e-12|,|sven+skorna|,0.0,6,5,PA,1,8 Sidor
158,.,MAD,|,|,|,|,|,,7,3,IP,1,8 Sidor
159,Hur,HA,|hur|,|hur..ab.1|,|hur..1:-1.000|,|,|,,1,3,AA,-1,8 Sidor
159,olyckan,NN.UTR.SIN.DEF.NOM,|olycka|,|olycka..nn.1|,|olycka..2:0.871|olycka..1:0.129|,|,|,-1.0,2,3,SS,-1,8 Sidor
159,kunde,VB.PRT.AKT,|kunna|,|kunna..vb.1|,|kunna..1:0.326|kunna..4:0.284|kunna..3:0.253|kunna..2:0.138|,|,|,0.0,3,4,SS,-1,8 Sidor
159,hända,VB.INF.AKT,|hända|,|hända..vb.1|,|hända..1:-1.000|,|,|,0.0,4,0,ROOT,-1,8 Sidor
159,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,5,4,VG,-1,8 Sidor
159,fortfarande,AB,|fortfarande|,|fortfarande..ab.1|,|fortfarande..1:-1.000|,|,|,,6,5,TA,-1,8 Sidor
159,oklart,JJ.POS.NEU.SIN.IND.NOM,|oklar|,|oklar..av.1|,|oklar..1:-1.000|,|,|,-1.0,7,5,SP,-1,8 Sidor
159,.,MAD,|,|,|,|,|,,8,4,IP,-1,8 Sidor
160,Egyptens,PM.GEN,|Egypten|,|Egypten..pm.1|,|Egypten..1:-1.000|,|,|,,1,2,DT,0,8 Sidor
160,militärer,NN.UTR.PLU.IND.NOM,|militär|,|militär..nn.1|,|militär..2:-1.000|,|,|,0.0,2,3,SS,0,8 Sidor
160,säger,VB.PRS.AKT,|säga|,|säga..vb.1|,|säga..1:0.820|säga..2:0.174|säga..3:0.006|,|,|,0.0,3,0,ROOT,0,8 Sidor
160,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,4,3,OO,0,8 Sidor
160,de,PN.UTR+NEU.PLU.DEF.SUB,|de|,|de..pn.1|,|de..1:-1.000|,|,|,,5,6,SS,0,8 Sidor
160,ska,VB.PRS.AKT,|skola|,|skola..vb.2|,|skola..4:-1.000|,|,|,0.0,6,8,MS,0,8 Sidor
160,ingripa,VB.INF.AKT,|ingripa|,|ingripa..vb.1|,|ingripa..1:0.998|ingripa..2:0.002|,|in..ab.1+gripa..vb.1:4.095e-10|,|in+gripa|,,7,6,VG,0,8 Sidor
160,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,8,4,UA,0,8 Sidor
160,stoppa,VB.INF.AKT,|stoppa|stoppa om|,|stoppa..vb.1|stoppa_om..vbm.1|,|stoppa..1:0.935|stoppa..6:0.055|stoppa..5:0.007|stoppa..2:0.002|stoppa..3:0.001|stoppa..4:0.000|stoppa_om..1:-1.000|,|,|,0.0,9,8,+F,0,8 Sidor
160,protesterna,NN.UTR.PLU.DEF.NOM,|protest|,|protest..nn.1|,|protest..1:-1.000|,|pro..sxc.1+test..nn.1:1.776e-19|,|pro+testerna|,-1.0,10,9,OO,0,8 Sidor
160,om,SN,|om|stoppa om:09|,|om..sn.1|stoppa_om..vbm.1:09|,|om..2:-1.000|om..3:-1.000|stoppa_om..1:09:-1.000|,|,|,,11,8,AA,0,8 Sidor
160,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,12,14,DT,0,8 Sidor
160,regeringen,NN.UTR.SIN.DEF.NOM,|regering|,|regering..nn.1|,|regering..1:-1.000|,|,|,0.0,13,14,CJ,0,8 Sidor
160,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,14,16,SS,0,8 Sidor
160,poliserna,NN.UTR.PLU.DEF.NOM,|polis|,|polis..nn.2|,|polis..2:-1.000|,|,|,0.0,15,14,CJ,0,8 Sidor
160,gör,VB.PRS.AKT,|göra|,|göra..vb.1|,|göra..1:0.806|göra..2:0.165|göra..3:0.029|,|,|,0.0,16,11,UA,0,8 Sidor
160,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,17,16,OO,0,8 Sidor
160,.,MAD,|,|,|,|,|,,18,3,IP,0,8 Sidor
161,Men,KN,|men|,|men..kn.1|,|men..1:-1.000|,|,|,,1,0,ROOT,1,8 Sidor
161,vem,HP.UTR.SIN.IND,|vem|,|vem..pn.1|,|vem..1:-1.000|,|,|,,2,3,SS,1,8 Sidor
161,bryr,VB.PRS.AKT,|bry|bry sig|,|bry..vb.1|bry_sig..vbm.1|,|bry..1:-1.000|bry_sig..1:-1.000|,|,|,0.0,3,1,MS,1,8 Sidor
161,sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig|bry sig:03|,|sig..pn.1|bry_sig..vbm.1:03|,|sig..1:-1.000|bry_sig..1:03:-1.000|,|,|,,4,3,OO,1,8 Sidor
161,när,HA,|när|,|när..ab.1|,|när..1:0.863|nära..1:0.137|,|,|,,5,7,TA,1,8 Sidor
161,han,PN.UTR.SIN.DEF.SUB,|han|,|han..pn.1|,|han..1:-1.000|,|,|,,6,7,SS,1,8 Sidor
161,slår,VB.PRS.AKT,|slå|,|slå..vb.1|,|slå..1:0.834|slå..8:0.067|slå..3:0.046|slå..5:0.023|slå..4:0.016|slå..2:0.007|slå..9:0.006|,|,|,-1.0,7,3,TA,1,8 Sidor
161,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,8,9,AA,1,8 Sidor
161,fina,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|fin|,|fin..av.1|,|fin..2:0.687|fin..1:0.303|fin..3:0.011|,|,|,1.0,9,10,AT,1,8 Sidor
161,passningar,NN.UTR.PLU.IND.NOM,|passning|,|passning..nn.1|,|passning..1:0.511|passning..2:0.489|,|,|,,10,7,OO,1,8 Sidor
161,.,MAD,|,|,|,|,|,,11,3,IP,1,8 Sidor
162,Hon,PN.UTR.SIN.DEF.SUB,|hon|,|hon..pn.1|,|hon..1:-1.000|,|,|,,1,2,SS,0,8 Sidor
162,heter,VB.PRS.AKT,|heta|,|heta..vb.1|,|heta..1:-1.000|,|,|,0.0,2,0,ROOT,0,8 Sidor
162,Ameenah,PM.NOM,|,|,|,|,|,,3,2,OO,0,8 Sidor
162,Gurib-Fakim,PM.NOM,|,|,|,|,|,,4,3,HD,0,8 Sidor
